domain,username,display_name,rid,account_type,dept,password,pw_length,nt_hash,lm_hash,has_lm,disabled,never_expires,cluster,pre2k,pw_category
CRKB,jwilson,Jose Wilson,1045,user,Legal,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,kcollins,Kenneth Collins,1046,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,ejones,Edward Jones,1047,user,Legal,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,ttaylor,Timothy Taylor,1048,user,Marketing,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jchavez,Jack Chavez,1049,user,Security,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,mjones,Maria Jones,1050,user,Managed Services,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,arobinson,Andrea Robinson,1051,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,zperry,Zoe Perry,1052,user,DevOps,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,orobinson,Olivia Robinson,1053,user,DevOps,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,tmiller,Timothy Miller,1054,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,ecampbell,Ethan Campbell,1055,user,Legal,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,janderson,Joseph Anderson,1056,user,Security,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,rmurphy,Ruth Murphy,1057,user,Managed Services,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,scarter,Stephanie Carter,1058,user,Marketing,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,abrooks,Abigail Brooks,1059,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,aharrison,Alejandro Harrison,1060,user,Security,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,enguyen,Eric Nguyen,1061,user,Legal,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,cgonzalez,Catherine Gonzalez,1062,user,Operations,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jreyes,Justin Reyes,1063,user,Accounting,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jkim,James Kim,1064,user,Procurement,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jwatson,Jonathan Watson,1065,user,HR,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,kbutler,Kenneth Butler,1066,user,Engineering,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,swest,Scott West,1067,user,Helpdesk,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,mary.adams,Mary Adams,1068,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,vking,Virginia King,1069,user,Operations,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jwilliams,Jack Williams,1070,user,Accounting,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,awhite,Angela White,1071,user,Engineering,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,drivera,Dylan Rivera,1072,user,Operations,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,areyes,Aaron Reyes,1073,user,Marketing,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jhamilton,Jose Hamilton,1074,user,Engineering,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,ecastillo,Eric Castillo,1075,user,Executive,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,ataylor,Alejandro Taylor,1076,user,Procurement,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,cfisher,Christopher Fisher,1077,user,HR,CrackBaby2023!,14,0e5b17bf8ec8e18850bd1a17c7ec3454,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster1,False,org
CRKB,jrivera,Joseph Rivera,1078,user,Helpdesk,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,jgreen,John Green,1079,user,Sales,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,sking,Sofia King,1080,user,Marketing,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,tprice,Timothy Price,1081,user,Finance,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,jsanchez,Jacob Sanchez,1082,user,DevOps,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,arichardson,Andrea Richardson,1083,user,HR,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,mortega,Mason Ortega,1084,user,Helpdesk,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,tjames,Timothy James,1085,user,Legal,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,etaylor,Ethan Taylor,1086,user,Executive,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,aperry,Adam Perry,1087,user,Support,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,mhill,Melissa Hill,1088,user,Operations,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,cbailey,Charles Bailey,1089,user,DevOps,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,lhoward,Lucia Howard,1090,user,Legal,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,rmartin,Rachel Martin,1091,user,Security,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,ahill,Anna Hill,1092,user,Finance,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,cbrooks,Christine Brooks,1093,user,Security,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,rhamilton,Ronald Hamilton,1094,user,Procurement,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,echavez,Evelyn Chavez,1095,user,Executive,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,lramirez,Linda Ramirez,1096,user,Procurement,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,sgutierrez,Samuel Gutierrez,1097,user,Marketing,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,jharrison,Joseph Harrison,1098,user,DevOps,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,mperez,Mark Perez,1099,user,Sales,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,jwhite,Jacob White,1100,user,Legal,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,aross,Aaron Ross,1101,user,DevOps,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,ccampbell,Cooper Campbell,1102,user,Helpdesk,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,anelson,Alejandro Nelson,1103,user,Marketing,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,ngutierrez,Nicholas Gutierrez,1104,user,Finance,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,nevans,Nora Evans,1105,user,Support,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,pdiaz,Paul Diaz,1106,user,Engineering,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,cruiz,Cooper Ruiz,1107,user,Helpdesk,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,False,False,cluster2,False,org
CRKB,jharris,John Harris,1108,user,Executive,Network2022!,12,1fc3a06f6046ddf6ee7ccfd61ec12974,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,gmoore,Grayson Moore,1109,user,Marketing,Domain#2022,11,ea34857be03795a245040a55d225cc82,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,rgonzales,Robert Gonzales,1110,user,Security,CrackBabyServer2023!,20,e35de1d208dcc85d98d257a068f26222,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,breed,Barbara Reed,1111,user,DevOps,Supp0rt2022@!,13,e1e14de8fbb07571b433b7c868a70eec,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,syoung,Sandra Young,1112,user,Procurement,Austin#2023,11,c82ba78f634995c1f1fe275273c2d808,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,portiz,Paola Ortiz,1113,user,HR,CrackBabyWinter24!,18,8156bd0838fddffd63f873f32628599d,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,sbailey,Samuel Bailey,1114,user,Procurement,Password2023!,13,e301200463f599d8e63936cdcd4a50a5,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,james.green,James Green,1115,user,Legal,Cloud1234!,10,330ffd7bb980e719b47d91f8043c7cdb,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,egriffin,Elijah Griffin,1116,user,Accounting,Harley123!,10,58742f88a39624cf2f6a306163d63f77,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,ljones,Lauren Jones,1117,user,Operations,CrackBabyPatch2022!,19,96c1b67c3d975db9569dc0ee2cb72650,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,rthomas,Rachel Thomas,1118,user,Managed Services,Cr4ckBaby911!,13,3e79d53d8e0faeb168b906dec4504789,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,gpatterson,Gary Patterson,1119,user,Marketing,Charlie1!,9,a4ebbbbf4d119ae371fbe0a16df4d622,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,ccooper,Charlotte Cooper,1120,user,DevOps,Coffee123!,10,586b7fdd044f64aca7cc9d32c1cd9bfc,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,tcastillo,Thomas Castillo,1121,user,DevOps,Support123!,11,2492c670a97117e697e18b40c2ffec62,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,bmarshall,Brian Marshall,1122,user,Finance,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,gjordan,Gary Jordan,1123,user,Legal,Friday123!,10,3d874c2ef3576806a64260b2bf56984c,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,dmyers,Diana Myers,1124,user,Operations,Patch2022!,10,695861b60cbd8b081748f8d51851117c,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,rclark,Robert Clark,1125,user,Accounting,PasswordSpring23!,17,93d024de6d3c43e6eef82d73668401fd,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,ngarcia,Nicholas Garcia,1126,user,Executive,Helpdesk2022@!,14,6c42058be5556177049c6fa1bfbfcf40,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,mortiz,Monica Ortiz,1127,user,Operations,T3xas#2023,10,46ea57b85c5b4718e307fda1b57b6291,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,tgreen,Timothy Green,1128,user,Finance,CrackBaby2022!,14,b2964ae22b6bc0f878bbd99bccc71cb5,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,pmurphy,Paul Murphy,1129,user,DevOps,SupportWinter24!,16,c9b30439f14b30268e201c26525784d1,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,lmarshall,Lily Marshall,1130,user,Support,Gaming123!,10,31b5507f4684cd41003fab39ea506afd,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,jason.green,Jason Green,1131,user,Executive,Welcome2023!,12,fd2ec08d4a8211c1d4833fdd630ded56,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,nbennett,Nicholas Bennett,1132,user,Managed Services,Austin2023!,11,ba7fb88b674dfe881ab340674284d5c2,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,creed,Charles Reed,1133,user,Helpdesk,S3rverSummer22!,15,d207079d14f3a38917007395f953a04c,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,cjames,Carter James,1134,user,Sales,Superman1!,10,dd5add4b2832198c420757e0929174ee,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,hgray,Hunter Gray,1135,user,Engineering,Charlie1!,9,a4ebbbbf4d119ae371fbe0a16df4d622,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,aflores,Ava Flores,1136,user,Managed Services,Baseball1!,10,b77d3d1eb143bc637c38820f7f548ddc,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,ejames,Eduardo James,1137,user,Operations,Crkb#2023,9,297c7b3d0199da9f53808e420cd2dd1f,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,djordan,Dorothy Jordan,1138,user,Accounting,PasswordWinter24!,17,2c4aaa60e18147526bf6cc02d8d5a0a9,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,mbrooks,Michelle Brooks,1139,user,Marketing,Austin@2023,11,27f641227a1d8a3aa24475a5413dc331,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,jgonzales,John Gonzales,1140,user,Marketing,Welcome123!,11,e4a22d8e7bbec871b341c88c2e94cba2,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,omartin,Olivia Martin,1141,user,IT,Welcome1!,9,9307ee5abf7791f3424d9d5148b20177,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,bgraham,Brian Graham,1142,user,Sales,Support@2023,12,ab66d0c50095af2cec7760f9906e493b,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
